Megaxenops parnaguae
Anabazenops dorsalis
Anabazenops fuscus
Philydor ruficaudatum
Philydor erythrocercum
Philydor erythropterum
Philydor lichtensteini
Philydor novaesi
Philydor atricapillus
Philydor rufum
Philydor pyrrhodes
Heliobletus contaminatus
Anabacerthia amaurotis
Syndactyla rufosuperciliata
Syndactyla dimidiata
Syndactyla roraimae
Simoxenops ucayalae
Cichlocolaptes leucophrus
Leptasthenura platensis
Leptasthenura striolata
Leptasthenura setaria
Spartonoica maluroides
Pseudoseisura cristata
Pseudoseisura unirufa
Pseudoseisura lophotes
Phacellodomus rufifrons
Phacellodomus striaticollis
Phacellodomus ruber
Phacellodomus erythrophthalmus
Phacellodomus ferrugineigula
Clibanornis dendrocolaptoides
Anumbius annumbi
Coryphistera alaudina
Schoeniophylax phryganophilus
Certhiaxis cinnamomeus
Certhiaxis mustelinus
Gyalophylax hellmayri
Synallaxis ruficapilla
Synallaxis whitneyi
Synallaxis infuscata
Synallaxis cinerascens
Synallaxis frontalis
Synallaxis albescens
Synallaxis albigularis
Synallaxis spixi
Synallaxis hypospodia
Synallaxis rutilans
Synallaxis cherriei
Synallaxis propinqua
Synallaxis macconnelli
Synallaxis cabanisi
Synallaxis gujanensis
Synallaxis albilora
Synallaxis simoni
Synallaxis scutata
Synallaxis kollari
Asthenes baeri
Asthenes luizae
Asthenes pyrrholeuca
Asthenes moreirae
Asthenes hudsoni
Acrobatornis fonsecai
Metopothrix aurantiaca
Limnoctites rectirostris
Cranioleuca vulpina
Cranioleuca vulpecula
Cranioleuca sulphurifera
Cranioleuca pyrrhophia
Cranioleuca obsoleta
Cranioleuca pallida
Cranioleuca semicinerea
Cranioleuca demissa
Cranioleuca gutturata
Cranioleuca muelleri
Thripophaga macroura
Thripophaga fusciceps
Roraimia adusta
Pipridae 
Neopelma pallescens
Neopelma chrysocephalum
Neopelma aurifrons
Neopelma chrysolophum
Neopelma sulphureiventer
Tyranneutes stolzmanni
Tyranneutes virescens
Pipra aureola
Pipra filicauda
Pipra fasciicauda
Pipra cornuta
Pipra erythrocephala
Pipra rubrocapilla
Pipra chloromeros
Lepidothrix coronata
Lepidothrix nattereri
Lepidothrix vilasboasi
Lepidothrix iris
Lepidothrix serena
Lepidothrix suavissima
Manacus manacus
Heterocercus aurantiivertex
Heterocercus flavivertex
Heterocercus linteatus
