"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"84","LIA5","2020-10-05","3","081","PVM","N","C","134134","BASCUL","Basileuterus culicivorus","","0","3","0","0","0","2","5","N","DCB","P","M","R","0","N","53","9.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85","LIA3","2020-10-09","8","081","PVM","N","C","134149","MIORUF","Mionectes rufiventris","","0","0","0","0","0","1","3","N","MFCF","P","U","U","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86","LIA2","2020-10-07","3","070","PVM","N","C","134135","BASCUL","Basileuterus culicivorus","","0","1","0","0","0","1","5","N","DCB","P","U","U","0","N","54","8.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87","LIA2","2020-10-07","5","070","PVM","N","C","134136","BASCUL","Basileuterus culicivorus","","0","3","0","0","0","1","5","N","DCB","P","M","R","0","N","56","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88","LIA1","2020-10-03","2","054","PVM","N","E","195642","TRIMEL","Trichothraupis melanops","","0","2","0","0","0","1","5","N","DCB","P","M","P","0","N","80","20.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","LIA1","2020-10-03","6","065","PVM","N","E","195641","VIRCHI","Vireo chivi","placa com penas dispersas. suspeito femea","1","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","68","NA","","O","","","","","","","MARROM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","LIA2","2020-10-07","9","094","PVM","N","C","134138","BASCUL","Basileuterus culicivorus","","0","3","0","0","0","1","5","N","DCB","P","M","R","0","N","51","9.1","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91","LIA2","2020-10-07","9","094","PVM","N","C","134139","BASCUL","Basileuterus culicivorus","","0","3","0","0","0","0","5","N","DCB","P","M","R","1","N","57","10.1","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","LIA8","2020-10-08","3","061","PVM","N","C","134140","STERUF","Stelgidopteryx ruficollis","","0","3","0","0","0","0","5","N","MFCF","O","M","R","2","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","LIA8","2020-10-08","2","064","PVM","N","C","134141","LATEUL","Lathrotriccus euleri","","0","0","0","0","1","1","5","V","FCF","L","U","U","0","N","56","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","LIA8","2020-10-08","3","070","PVM","N","C","134142","TODCIN","Todirostrum cinereum","","0","2","0","0","1","2","3","G","FCF","L","U","U","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95","LIA8","2020-10-08","3","071","PVM","N","C","134143","TODCIN","Todirostrum cinereum","","0","2","0","0","0","1","3","N","DCB","P","M","R","0","N","44","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","LIA1","2020-10-03","5","065","PVM","N","E","195640","XIPFUS","Xiphorhynchus fuscus","","0","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","79","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","LIA3","2020-10-09","10","063","PVM","N","C","134144","PLAMYS","Platyrinchus mystaceus","","2","0","0","0","0","1","3","N","DCB","P","F","P","0","N","44","8.4","","","","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","LIA3","2020-10-09","10","065","PVM","N","C","134145","NEOCHR","Neopelma chrysolophum","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","64","14.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99","LIA3","2020-10-09","1","072","PVM","N","C","134146","MIORUF","Mionectes rufiventris","","1","1","0","0","0","1","3","N","MFCF","P","U","U","0","N","64","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","LIA6","2020-10-03","1","072","PVM","N","E","195639","CHICAU","Chiroxiphia caudata","","0","2","0","0","0","1","5","N","M4CB","P","M","P","0","N","76","24.8","","","63","49","","","","","","30.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","LIA1","2020-10-03","9","070","PVM","N","E","195638","CHICAU","Chiroxiphia caudata","","2","0","0","0","0","1","5","N","DCB","P","F","P","0","N","72","23.1","","O","56","46","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102","LIA6","2020-10-03","4","082","PVM","N","E","195637","CHICAU","Chiroxiphia caudata","","2","0","0","0","0","1","5","N","DCB","R","F","P","0","N","64","24.8","","P","54","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","LIA1","2020-10-03","9","092","PVM","N","E","195636","DYSSTI","Dysithamnus stictothorax","","2","1","0","2","0","1","5","N","DCB","P","M","P","0","N","57","15.1","","L","","","","","","","VERMELHO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","LIA1","2020-10-03","3","092","PVM","N","E","195635","XIPFUS","Xiphorhynchus fuscus","","2","0","0","0","0","1","5","N","MFCF","O","F","R","0","N","75","17.7","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105","LIA7","2020-10-04","8","094","PVM","N","E","195634","CONMEL","Conopophaga melanogaster","algumas coberteiras com pintas brancas","1","0","0","0","1","1","5","G","FCF","L","M","P","0","N","61","NA","","","","","","","","INTERMEDIARIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106","LIA5","2020-10-05","6","074","PVM","N","E","195633","THACAE","Thamnophilus caerulescens","","1","0","0","0","1","2","5","V","FCF","P","M","P","0","N","NA","20.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","LIA5","2020-10-05","2","101","PVM","N","E","195632","PICCIR","Picumnus cirratus","","2","0","0","0","2","4","NA","M","FCF","P","M","P","0","N","51","11.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","LIA2","2020-10-07","3","081","PVM","N","E","195631","EUPPEC","Euphonia pectoralis","","3","0","1","0","0","2","5","N","MFCF","P","F","P","0","N","61","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","LIA2","2020-10-07","3","081","PVM","N","E","195630","EUPPEC","Euphonia pectoralis","","1","2","0","0","0","2","5","N","MFCF","P","M","P","0","N","63","16.3","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110","LIA8","2020-10-08","1","064","PVM","N","E","195629","ELACHI","Elaenia chiriquensis","","2","0","0","0","U","1","5","U","MFCF","O","F","R","0","N","74","NA","","","64","","","","","","","","18.3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","LIA3","2020-10-09","5","065","PVM","N","E","195628","HAPUNI","Haplospiza unicolor","","0","0","0","0","1","2","5","G","FCF","L","M","P","0","N","64","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112","LIA3","2020-10-09","7","075","PVM","N","E","195627","CONLIN","Conopophaga lineata","","3","0","0","0","0","2","5","N","DCB","P","F","P","0","N","69","26.5","","","","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113","LIA3","2020-10-09","8","075","PVM","N","E","195626","CONLIN","Conopophaga lineata","","2","0","0","0","0","2","5","N","DCB","P","M","P","0","N","70","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","LIA3","2020-10-09","8","075","PVM","N","E","195625","HAPUNI","Haplospiza unicolor","","0","0","0","3","0","2","5","N","DCB","P","F","P","0","N","64","15.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","LIA3","2020-10-09","9","075","PVM","N","E","195624","HAPUNI","Haplospiza unicolor","","0","0","0","0","1","2","5","M","FCF","L","M","P","0","N","63","15.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116","LIA2","2020-10-07","2","081","PVM","N","C","134137","PLAMYS","Platyrinchus mystaceus","","0","2","0","0","0","2","5","N","DCB","P","M","P","0","N","54","9.3","","O","","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117","BOA1","2021-01-26","13","064","PVM","R","E","114843","MYILEU","Myiothlypis leucoblephara","","0","2","3","0","0","0","5","N","DPB","P","M","R","2","N","66","16","","","","","P89S62C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
